id,community_id,asin,title,group,avg_rating,label,rating,degree,degree_centrality
28265,20,70428077, Machine Learning, Book,4.5, Machine Learning,4.5,7,0.00070007
28266,20,912800550, Richard Armour's Punctured Poems: Famous First and Infamous Second Lines, Book,5, Richard Armour's Punctured Poems: Famous First and Infamous Second Lines,5,5,0.00050005
28289,52,6305869359, Project Moon Base, DVD,3.5, Project Moon Base,3.5,3,0.00030003
28290,52,3893229515, Gerhard Richter: Landscapes, Book,4, Gerhard Richter: Landscapes,4,10,0.0010001
28291,52,924357487, Shotguns and Shooting: A Celebration of the Gun, Book,5, Shotguns and Shooting: A Celebration of the Gun,5,4,0.00040004
28309,30,1570662312," HCPCS 2002, TimeSaver: Health Care Financing Administration, Common Coding System: National Level II Medicare Codes (Binder w/Tabs, Color Coded)", Book,0," HCPCS 2002, TimeSaver: Health Care Financing Administration, Common Coding System: National Level II Medicare Codes (Binder w/Tabs, Color Coded)",0,4,0.00040004
28313,5,451201183, The Mousetrap and Other Plays, Book,5, The Mousetrap and Other Plays,5,3,0.00030003
28315,5, B000056EZM, Dangerous Curves - The Art of the Guitar, Music,0, Dangerous Curves - The Art of the Guitar,0,3,0.00030003
28331,3, B000021XUL, Todo a Su Tiempo, Music,5, Todo a Su Tiempo,5,2,0.00020002
28337,5,1840005793, The Art of Display: Creating Style with Decorative Objects, Book,5, The Art of Display: Creating Style with Decorative Objects,5,4,0.00040004
28383,20,1569316945," Aqua Knight, Vol. 3", Book,5," Aqua Knight, Vol. 3",5,5,0.00050005
28384,20,1887537171, Borderline Personality Disorder: The Latest Assessment and Treatment Strategies, Book,4, Borderline Personality Disorder: The Latest Assessment and Treatment Strategies,4,5,0.00050005
28385,20,715632086, Cavafy: A Biography, Book,0, Cavafy: A Biography,0,30,0.0030003
28386,15, B00004DS1H, Wiggle Wiggle And Other Exercises (Bobby Susser Songs For Children), Music,5, Wiggle Wiggle And Other Exercises (Bobby Susser Songs For Children),5,1,0.00010001
28389,4,6303231837, 40 Pounds of Trouble, Video,5, 40 Pounds of Trouble,5,9,0.00090009
28391,4,140102310, Home: A Short History of an Idea, Book,4.5, Home: A Short History of an Idea,4.5,11,0.00110011
28392,20,688154379, Rent, Book,5, Rent,5,7,0.00070007
28400,2, 060980197X, The Power of Flow : Practical Ways to Transform Your Life with Meaningful Coincidence, Book,4.5, The Power of Flow : Practical Ways to Transform Your Life with Meaningful Coincidence,4.5,4,0.00040004
28416,20,316142697, Wingman On Ice (Matt Christopher Sports Classics), Book,4.5, Wingman On Ice (Matt Christopher Sports Classics),4.5,5,0.00050005
28440,35,1885477767, Too Smart for Bullies, Book,0, Too Smart for Bullies,0,6,0.00060006
28442,20,764566504, Frommer's(r) Bahamas 2003, Book,3, Frommer's(r) Bahamas 2003,3,5,0.00050005
28484,27,73659355,,,0,,0,2,0.00020002
28487,27,1575871165, I Hate Florida (I Hate Series), Book,3, I Hate Florida (I Hate Series),3,3,0.00030003
28525,11,60926430, A People's History of the United States: 1492-Present, Book,0, A People's History of the United States: 1492-Present,0,3,0.00030003
28536,11,1575600188, Schoolhouse Rock Songbook, Book,2.5, Schoolhouse Rock Songbook,2.5,1,0.00010001
28539,5,750651458, Fundamental Electrical and Electronic Principles, Book,0, Fundamental Electrical and Electronic Principles,0,5,0.00050005
28561,11,809296632, Modern Grill Pan Cooking : 100 Innovative Recipes for Perfect Results, Book,0, Modern Grill Pan Cooking : 100 Innovative Recipes for Perfect Results,0,4,0.00040004
28573,27,1853994022, Tales of the Late Ivan Petrovich Belkin, Book,0, Tales of the Late Ivan Petrovich Belkin,0,4,0.00040004
28579,24,809240580," The Four-Course, 400-Calorie Meal Cookbook", Book,4.5," The Four-Course, 400-Calorie Meal Cookbook",4.5,6,0.00060006
28580,5,791425134, Early Advaita Vedanta and Buddhism: The Mahayana Context of the Gaudapadiya-Karika (S U N Y Series in Religious Studies), Book,5, Early Advaita Vedanta and Buddhism: The Mahayana Context of the Gaudapadiya-Karika (S U N Y Series in Religious Studies),5,2,0.00020002
28588,11,684832178, Chocolate for a Woman's Soul : 77 Stories to Feed Your Spirit and Warm Your Heart (Chocolate), Book,4, Chocolate for a Woman's Soul : 77 Stories to Feed Your Spirit and Warm Your Heart (Chocolate),4,4,0.00040004
28591,16, B000001ESD, Caress of Steel, Music,4, Caress of Steel,4,4,0.00040004
28619,5, 088048814X, Handbook of Integrated Short-Term Psychotherapy, Book,0, Handbook of Integrated Short-Term Psychotherapy,0,5,0.00050005
28620,34,1843600625, The Fall Of Troy: erotic romance, Book,0, The Fall Of Troy: erotic romance,0,6,0.00060006
28638,46, 157058012X, Answering Common Objections:, Book,5, Answering Common Objections:,5,2,0.00020002
28647,11, B00005A8FI, The Best of Lamont Dozier, Music,5, The Best of Lamont Dozier,5,4,0.00040004
28656,5, B000001VMZ," European Polka Hits, Vol. 1", Music,4.5," European Polka Hits, Vol. 1",4.5,3,0.00030003
28665,12,2880464188, 50 Sports Wares, Book,0, 50 Sports Wares,0,3,0.00030003
28674,4, B000003DAM, My Baby Just Cares for Me [Jazz Time], Music,0, My Baby Just Cares for Me [Jazz Time],0,4,0.00040004
28694,52,398069816," Police Analysis and Planning for Chemical, Biological and Radiological Attackss: Prevention, Defense and Response", Book,0," Police Analysis and Planning for Chemical, Biological and Radiological Attackss: Prevention, Defense and Response",0,5,0.00050005
28695,52,679757945, Crossing the River, Book,4.5, Crossing the River,4.5,4,0.00040004
28700,24, 067083792X, Years of Pilgrimage: An Autogiography, Book,0, Years of Pilgrimage: An Autogiography,0,7,0.00070007
28710,2,935526838," The Darkening Sea (Richard Bolitho Novels/Alexander Kent, No 20)", Book,3," The Darkening Sea (Richard Bolitho Novels/Alexander Kent, No 20)",3,2,0.00020002
28726,11,785258280, NKJV Classic Companion Bible: Snap Flap; Nelson's Quality Coat Pocket NKJV Bible for Those on the Go!, Book,0, NKJV Classic Companion Bible: Snap Flap; Nelson's Quality Coat Pocket NKJV Bible for Those on the Go!,0,3,0.00030003
28738,21, B00002R0L3, Touchin'... The Soul, Music,5, Touchin'... The Soul,5,17,0.00170017
28767,46,1929431023, Zen Is for Everyone: The Xiao Zhi Guan Text by Zhi Yi, Book,0, Zen Is for Everyone: The Xiao Zhi Guan Text by Zhi Yi,0,4,0.00040004
28768,46, B00005TSOR,,,0,,0,2,0.00020002
28792,46,892817526, African Spirits Speak: A White Woman's Journey into the Healing Tradition of the Sangoma, Book,5, African Spirits Speak: A White Woman's Journey into the Healing Tradition of the Sangoma,5,5,0.00050005
28793,5, B00005YUPO, Baby Einstein - Baby Bach - Musical Adventure, DVD,3.5, Baby Einstein - Baby Bach - Musical Adventure,3.5,2,0.00020002
28797,27, B00005YUPH, The Soultaker - Flickering Faith (Vol. 2), DVD,4, The Soultaker - Flickering Faith (Vol. 2),4,4,0.00040004
28799,23, B00005YUPU, Evolution: Darwin's Dangerous Idea, Music,4.5, Evolution: Darwin's Dangerous Idea,4.5,7,0.00070007
28823,48,62500392, The Serenity Principle: Finding Inner Peace in Recovery, Book,5, The Serenity Principle: Finding Inner Peace in Recovery,5,4,0.00040004
28842,24, B000062V45, Move It Like This, Music,3.5, Move It Like This,3.5,5,0.00050005
28877,46,782150217, MCSE: SQL Server 2000 Administration Virtual Trainer, Book,5, MCSE: SQL Server 2000 Administration Virtual Trainer,5,3,0.00030003
28927,27,415007224," Vision and Difference: Femininity, Feminism and the Histories of Art", Book,5," Vision and Difference: Femininity, Feminism and the Histories of Art",5,4,0.00040004
28990,3,345449703, Inside Oscar 2, Book,4.5, Inside Oscar 2,4.5,3,0.00030003
29034,13,671562568, LIVING BUDDHA LIVING CHRIST, Book,4, LIVING BUDDHA LIVING CHRIST,4,3,0.00030003
29053,24, B00000JLJX, Ancient City, Music,5, Ancient City,5,5,0.00050005
29075,3,683402064, American Medical Association Manual of Style : A Guide for Authors and Editors (AMA), Book,5, American Medical Association Manual of Style : A Guide for Authors and Editors (AMA),5,2,0.00020002
29085,3,963121707, Door Slammers: The Chassis Book, Book,0, Door Slammers: The Chassis Book,0,4,0.00040004
29086,3,830815740, The Fall of Interpretation: Philosophical Foundations for a Creational Hermeneutic, Book,5, The Fall of Interpretation: Philosophical Foundations for a Creational Hermeneutic,5,3,0.00030003
29097,24,316141038, The Dog That Pitched a No-Hitter, Book,4, The Dog That Pitched a No-Hitter,4,2,0.00020002
29098,11,1560763264," The Reign of Istar (Dragonlance Tales II, Vol. 1)", Book,4," The Reign of Istar (Dragonlance Tales II, Vol. 1)",4,2,0.00020002
29099,11,671754165, TOTALLY DISGUSTING : TOTALLY DISGUSTING, Book,4.5, TOTALLY DISGUSTING : TOTALLY DISGUSTING,4.5,3,0.00030003
29119,46,327049723, Newsgathering and the Law, Book,0, Newsgathering and the Law,0,3,0.00030003
29120,46,876144865, Count Your Way Through China (Count Your Way), Book,4, Count Your Way Through China (Count Your Way),4,3,0.00030003
29124,44,879857552, Basic Developing & Printing in Black and White, Book,5, Basic Developing & Printing in Black and White,5,5,0.00050005
29133,24, B00007JME8, Blood Crime, DVD,4, Blood Crime,4,3,0.00030003
29143,41, B000002B9W, Desperado: The Soundtrack, Music,4, Desperado: The Soundtrack,4,5,0.00050005
29149,5, 086577773X, Otolaryngology: A Case Study Approach, Book,0, Otolaryngology: A Case Study Approach,0,4,0.00040004
29155,3, B00000DFP8, Leos JanË∞©cek: KË∞©ta KabanovË∞? Music,4.5,, Leos JanË∞©cek: KË∞©ta KabanovË∞? Music,,4,0.00040004
29169,3,876055110, Dog Training: The Gentle Modern Method, Book,4.5, Dog Training: The Gentle Modern Method,4.5,1,0.00010001
29183,27,917651979, Great Week and Pascha in the Greek Orthodox Church, Book,0, Great Week and Pascha in the Greek Orthodox Church,0,3,0.00030003
29220,16,882662457," Building Small Barns, Sheds & Shelters", Book,4," Building Small Barns, Sheds & Shelters",4,5,0.00050005
29230,12,943358043, Color Therapy: Healing With Color, Book,5, Color Therapy: Healing With Color,5,2,0.00020002
29240,3,881411469, Women and the Priesthood, Book,5, Women and the Priesthood,5,5,0.00050005
29241,3, 630295777X, Six in Paris, Video,4.5, Six in Paris,4.5,4,0.00040004
29346,35,764222430, Roses for Mama (Women of the West), Book,5, Roses for Mama (Women of the West),5,1,0.00010001
29368,3,1583605061, Restorative Community Justice: Repairing Harm and Transforming Communities, Book,5, Restorative Community Justice: Repairing Harm and Transforming Communities,5,1,0.00010001
29370,4,865420084, Procedures in Field Geology, Book,5, Procedures in Field Geology,5,6,0.00060006
29377,3,876291744," Construction Delays: Documenting Causes, Winning Claims, Recovering Costs", Book,0," Construction Delays: Documenting Causes, Winning Claims, Recovering Costs",0,3,0.00030003
29380,38, 630459531X, Perfect Crime, Video,5, Perfect Crime,5,1,0.00010001
29381,38,936184590," Here In America's Test Kitchen: All New Recipes, Quick Tips, Equipment Ratings, Food Tastings, and Science Experiments from the Hit Public Television Show", Book,5," Here In America's Test Kitchen: All New Recipes, Quick Tips, Equipment Ratings, Food Tastings, and Science Experiments from the Hit Public Television Show",5,6,0.00060006
29387,24,807737968," So Much to Say: Adolescents, Bilingualism, and Esl in the Secondary School (Language and Literacy Series (Teachers College Pr))", Book,4," So Much to Say: Adolescents, Bilingualism, and Esl in the Secondary School (Language and Literacy Series (Teachers College Pr))",4,4,0.00040004
29417,4,399149244, Tricky Business, Book,3.5, Tricky Business,3.5,4,0.00040004
29418,5,1883257069," How I Survived Prostate Cancer, and So Can You: A Guide for Diagnosing and Treating Prostate Cancer", Book,0," How I Survived Prostate Cancer, and So Can You: A Guide for Diagnosing and Treating Prostate Cancer",0,5,0.00050005
29419,5,262031957, Nanotechnology: Research and Perspectives, Book,0, Nanotechnology: Research and Perspectives,0,8,0.00080008
29420,5,375420118," ""G"" Is for Gumshoe (Kinsey Millhone Mysteries (Audio))", Book,4.5," ""G"" Is for Gumshoe (Kinsey Millhone Mysteries (Audio))",4.5,6,0.00060006
29421,5,785329803," Cars of the Sensational '70s, A Decade of Changing Tastes and New Directions", Book,5," Cars of the Sensational '70s, A Decade of Changing Tastes and New Directions",5,4,0.00040004
29422,7,1400150434, The Ring of Thoth & Other Tales (MP3 CD), Book,0, The Ring of Thoth & Other Tales (MP3 CD),0,1,0.00010001
29442,46,714644463, Democratization and the Media, Book,0, Democratization and the Media,0,3,0.00030003
29443,46,679405364, Fathers and Children (Everyman's Library Series), Book,4, Fathers and Children (Everyman's Library Series),4,5,0.00050005
29444,46,1585921327, Backroads of Montana: Flathead Lake to the Crazy Mountains, Video,0, Backroads of Montana: Flathead Lake to the Crazy Mountains,0,3,0.00030003
29445,38,743426932, Anthology of Awesomeness: The Official 2gether Scrapbook, Book,5, Anthology of Awesomeness: The Official 2gether Scrapbook,5,7,0.00070007
29469,46,1850754683, Symbolic Narratives of the Fourth Gospel (Journal for the Study of the Old Testament), Book,0, Symbolic Narratives of the Fourth Gospel (Journal for the Study of the Old Testament),0,3,0.00030003
29473,5, B00005QK3J, One Good Reason [CD], Music,5, One Good Reason [CD],5,6,0.00060006
29509,25,375812938, Jurassic Park Institute (TM) Dinosaur Field Guide (Jurassic Park Institute (Paperback)), Book,5, Jurassic Park Institute (TM) Dinosaur Field Guide (Jurassic Park Institute (Paperback)),5,9,0.00090009
29515,4, B000065V2Y,,,0,,0,6,0.00060006
29516,4,515110973, Honest Illusions, Book,4.5, Honest Illusions,4.5,6,0.00060006
29517,4,965917037, Sex Sells: Adult Resource Guide, Book,2, Sex Sells: Adult Resource Guide,2,5,0.00050005
29532,12,1893065952, Faith & Work: Do They Mix?, Book,0, Faith & Work: Do They Mix?,0,1,0.00010001
29595,8,743200284," Deliver Us from Evil: Peacekeepers, Warlords and a World of Endless Conflict", Book,4.5," Deliver Us from Evil: Peacekeepers, Warlords and a World of Endless Conflict",4.5,3,0.00030003
29600,27, B00004TV7R, An Introduction to Steve Earle, Music,4, An Introduction to Steve Earle,4,5,0.00050005
29601,44, 074531385X," A History Of Anthropology (Anthropology, Culture and Society)", Book,0," A History Of Anthropology (Anthropology, Culture and Society)",0,7,0.00070007
29603,18, B000005YUZ, Tossing a Friend, Music,5, Tossing a Friend,5,9,0.00090009
29624,11,380730448," The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole", Book,4.5," The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",4.5,4,0.00040004
29673,4, B000000D84, Lloyd Price Sings His Big Ten, Music,5, Lloyd Price Sings His Big Ten,5,2,0.00020002
29689,2,312102860, File... Don't Pile!: For People Who Write : Handling the Paper Flow in the Workplace or Home Office, Book,4.5, File... Don't Pile!: For People Who Write : Handling the Paper Flow in the Workplace or Home Office,4.5,1,0.00010001
29714,22, B000055XBO, It's the Way You Make Me Feel (2 Tr), Music,5, It's the Way You Make Me Feel (2 Tr),5,4,0.00040004
29743,11,764807080, Seven Words of Jesus and Mary: Lessons on Cana and Calvary, Book,0, Seven Words of Jesus and Mary: Lessons on Cana and Calvary,0,3,0.00030003
29756,27,486249255, Das Rheingold in Full Score, Book,4, Das Rheingold in Full Score,4,4,0.00040004
29771,42, B00006BXEI, American Cheese, Music,4, American Cheese,4,13,0.00130013
29820,11,671899422, BEST AMERICAN EROTICA 1994, Book,4, BEST AMERICAN EROTICA 1994,4,1,0.00010001
29844,27,805068287, A House Called Awful End: Book One in the Eddie Dickens Trilogy, Book,4, A House Called Awful End: Book One in the Eddie Dickens Trilogy,4,4,0.00040004
29857,5, B000002HJZ, Braver Newer World, Music,4, Braver Newer World,4,7,0.00070007
29866,53,812534956," The Gathering Flame: The Prequel to Mageworlds (Mageworlds, No 4)", Book,4," The Gathering Flame: The Prequel to Mageworlds (Mageworlds, No 4)",4,7,0.00070007
29878,5,634035959, Wished for Song:  A Portrait of Jeff Buckley, Book,5, Wished for Song:  A Portrait of Jeff Buckley,5,6,0.00060006
29879,10, B000095J7S, Waylon Live: The Expanded Edition, Music,5, Waylon Live: The Expanded Edition,5,4,0.00040004
29884,3, B000001FJM, Grosse Pointe Blank, Music,4.5, Grosse Pointe Blank,4.5,3,0.00030003
29886,3, B000001FJH, Susanna Hoffs, Music,4, Susanna Hoffs,4,2,0.00020002
29890,15, B000001FJC, Gabrielle, Music,5, Gabrielle,5,4,0.00040004
29902,46,1842326635, Bones, Book,4, Bones,4,4,0.00040004
29922,0,1560445637, Plants of Arizona, Book,4.5, Plants of Arizona,4.5,38,0.00380038
29935,33,1573300411, Ozzy Osbourne - Live & Loud, DVD,3, Ozzy Osbourne - Live & Loud,3,3,0.00030003
29936,33,1561581046, American Furniture of the 18th Century, Book,4, American Furniture of the 18th Century,4,5,0.00050005
29937,33, B000009E9K," Supa Funkregulata Celo: The Best of D.C. Go Go, Vol. 3 - Always in the Pocket", Music,4," Supa Funkregulata Celo: The Best of D.C. Go Go, Vol. 3 - Always in the Pocket",4,5,0.00050005
29952,3, B000000OBR, Live Magic, Music,3, Live Magic,3,1,0.00010001
29953,3,738203564, Building Healthy Minds: The Six Experiences That Create Intelligence and Emotional Growth in Babies and Young Children, Book,4, Building Healthy Minds: The Six Experiences That Create Intelligence and Emotional Growth in Babies and Young Children,4,4,0.00040004
29958,14,736411135, Shopping with Minnie and Daisy (Color and Carry), Book,0, Shopping with Minnie and Daisy (Color and Carry),0,7,0.00070007
29966,20, B000000OBF, Flash Gordon (Soundtrack), Music,3.5, Flash Gordon (Soundtrack),3.5,6,0.00060006
29987,2, 157990257X, Creative Garden Mosaics: Dazzling Projects & Innovative Techniques, Book,5, Creative Garden Mosaics: Dazzling Projects & Innovative Techniques,5,5,0.00050005
29993,3,1881325148," Beyond Courage: One Regiment Against Japan, 1941-1945", Book,5," Beyond Courage: One Regiment Against Japan, 1941-1945",5,2,0.00020002
30016,25,1851860894, Invisible Dublin: A Journey Through Dublin's Suburbs, Book,0, Invisible Dublin: A Journey Through Dublin's Suburbs,0,2,0.00020002
30025,46, B00004R8Q2, Hip Hop 101, Music,4, Hip Hop 101,4,4,0.00040004
30063,4, B00001OH6Z, Healing Angel, Music,5, Healing Angel,5,10,0.0010001
30064,4,1562475312, Groom Your Room: Terrific Touches to Brighten Your Bedroom (American Girl Library (Paperback)), Book,4, Groom Your Room: Terrific Touches to Brighten Your Bedroom (American Girl Library (Paperback)),4,6,0.00060006
30087,35,471361917," Valuation: Measuring and Managing the Value of Companies, Third Edition (University Edition)", Book,3.5," Valuation: Measuring and Managing the Value of Companies, Third Edition (University Edition)",3.5,3,0.00030003
30106,17,863161995, Clowns for Beginners (Writers and Readers Documentary Comic Book.), Book,3, Clowns for Beginners (Writers and Readers Documentary Comic Book.),3,8,0.00080008
30107,17, B00005B6OZ, John Waters Collection #1: Hairspray/ Pecker (Special Edition), DVD,4.5, John Waters Collection #1: Hairspray/ Pecker (Special Edition),4.5,3,0.00030003
30108,17,195851153," The Chinese House: Craft, Symbol and the Folk Tradition (Images of Asia (Hardcover))", Book,2," The Chinese House: Craft, Symbol and the Folk Tradition (Images of Asia (Hardcover))",2,3,0.00030003
30116,19,691011923, Classics in Game Theory, Book,5, Classics in Game Theory,5,6,0.00060006
30117,19,1890774030," DB2 for the COBOL Programmer, Part 2, 2nd Ed.", Book,5," DB2 for the COBOL Programmer, Part 2, 2nd Ed.",5,7,0.00070007
30119,5, B00009LIA5, The Hitcher 2 - I've Been Waiting, DVD,2.5, The Hitcher 2 - I've Been Waiting,2.5,5,0.00050005
30131,41,9626340622, The Iliad (Classic Literature with Classical Music), Book,4.5, The Iliad (Classic Literature with Classical Music),4.5,3,0.00030003
30138,24, B00005LN1Y," Yoshiesque, Vol. 2", Music,4.5," Yoshiesque, Vol. 2",4.5,5,0.00050005
30156,1,743217152, Speak from the Heart: Be Yourself and Get Results, Book,0, Speak from the Heart: Be Yourself and Get Results,0,8,0.00080008
30224,4,306465221, Neuropsychology of Childhood Epilepsy (Advances in Behavioral Biology), Book,0, Neuropsychology of Childhood Epilepsy (Advances in Behavioral Biology),0,6,0.00060006
30267,46,764553542, French Wine for Dummies, Book,5, French Wine for Dummies,5,3,0.00030003
30299,4,1890946184, Zone Play, Book,4.5, Zone Play,4.5,5,0.00050005
30300,11,310705649," Adventure Bible, Revised, NIV", Book,0," Adventure Bible, Revised, NIV",0,5,0.00050005
30301,11, 156523118X, Western Scroll Saw and Inlay Patterns, Book,4, Western Scroll Saw and Inlay Patterns,4,5,0.00050005
30302,11,1569715688, Aliens vs. Predator vs. Terminator, Book,2.5, Aliens vs. Predator vs. Terminator,2.5,4,0.00040004
30303,11, B00005REET, Honey Extracting & Bottling (Bee Keeper's Educational Series), Video,0, Honey Extracting & Bottling (Bee Keeper's Educational Series),0,5,0.00050005
30304,11,1884605079, Total Body Golf: 7 Steps to a Winning Game, Book,5, Total Body Golf: 7 Steps to a Winning Game,5,2,0.00020002
30308,38, B0000017B5, All His Hits, Music,0, All His Hits,0,3,0.00030003
30314,12, 047115976X, Bioinorganic Chemistry : A Short Course, Book,0, Bioinorganic Chemistry : A Short Course,0,3,0.00030003
30322,3,898628644, Roads to Dominion: Right-Wing Movements and Political Power in the United States, Book,3.5, Roads to Dominion: Right-Wing Movements and Political Power in the United States,3.5,2,0.00020002
30323,45,6302374359, Dio: Sacred Heart - The Video, Video,4.5, Dio: Sacred Heart - The Video,4.5,5,0.00050005
30335,0,1886609136, When All Roads Led to Tombstone: A Memoir, Book,3.5, When All Roads Led to Tombstone: A Memoir,3.5,6,0.00060006
30347,20,738702595, The Urban Primitive: Paganism in the Concrete Jungle, Book,3.5, The Urban Primitive: Paganism in the Concrete Jungle,3.5,6,0.00060006
30369,53,373122365, A SECRET VENGEANCE (PASSION) (Harlequin Presents), Book,0, A SECRET VENGEANCE (PASSION) (Harlequin Presents),0,1,0.00010001
30416,5,60000643," Cybernation (Tom Clancy's Net Force, No. 6)", Book,2.5," Cybernation (Tom Clancy's Net Force, No. 6)",2.5,5,0.00050005
30417,5,896939634, Handle With Prayer, Book,4, Handle With Prayer,4,9,0.00090009
30418,5,910043310, Saturday Night at the Pahala Theatre, Book,5, Saturday Night at the Pahala Theatre,5,6,0.00060006
30419,4,615118844, Chemical Reactor Analysis and Design Fundamentals, Book,0, Chemical Reactor Analysis and Design Fundamentals,0,8,0.00080008
30420,4,195093291, The Power of Religion: A Comparative Introduction, Book,0, The Power of Religion: A Comparative Introduction,0,9,0.00090009
30421,4,916838781," Head Patterns (Blue Ribbon Pattern Series, Book 3)", Book,1," Head Patterns (Blue Ribbon Pattern Series, Book 3)",1,7,0.00070007
30422,10, B0000087JF, The Best of Cilla Black [Australia], Music,5, The Best of Cilla Black [Australia],5,4,0.00040004
30432,38,1572524677, Superman-Lost Episodes, Video,2.5, Superman-Lost Episodes,2.5,5,0.00050005
30433,38, B00007G1WW, Living and Dying on Everest, DVD,0, Living and Dying on Everest,0,5,0.00050005
30464,27, B00004TZ96, Supergirl, Music,5, Supergirl,5,3,0.00030003
30474,27,1575000520, World According to Beaver, Book,5, World According to Beaver,5,3,0.00030003
30487,3,917808541, The Hemmings Motor News Book of Cadillacs (Hemmings Motor News Collector-Car Books), Book,0, The Hemmings Motor News Book of Cadillacs (Hemmings Motor News Collector-Car Books),0,1,0.00010001
30494,5,939516187, Holy Fools and Mad Hatters: A Handbook for Hobbyhorse Holiness, Book,5, Holy Fools and Mad Hatters: A Handbook for Hobbyhorse Holiness,5,3,0.00030003
30511,4,716730014, Why Michael Couldn't Hit: And Other Tales of the Neurology of Sports, Book,3, Why Michael Couldn't Hit: And Other Tales of the Neurology of Sports,3,4,0.00040004
30512,24,1568380402, A Parent's Guide for Suicidal and Depressed Teens : Help for Recognizing if a Child is in Crisis and What to Do About It, Book,4, A Parent's Guide for Suicidal and Depressed Teens : Help for Recognizing if a Child is in Crisis and What to Do About It,4,2,0.00020002
30513,24,1886039437, Lung Cancer: A Guide to Diagnosis and Treatment, Book,5, Lung Cancer: A Guide to Diagnosis and Treatment,5,3,0.00030003
30514,24,787944548, Charter Schools : Creating Hope and Opportunity for American Education (The Jossey-Bass Education Series), Book,5, Charter Schools : Creating Hope and Opportunity for American Education (The Jossey-Bass Education Series),5,4,0.00040004
30540,24,1892989034," Friends and Relations : Using Literature With Social Themes Grades 3-5 (Responsive Classroom Series, 4) (The Responsive Classroom Series, Vol. 4)", Book,0," Friends and Relations : Using Literature With Social Themes Grades 3-5 (Responsive Classroom Series, 4) (The Responsive Classroom Series, Vol. 4)",0,3,0.00030003
30541,24,787902462, Learning as a Way of Being : Strategies for Survival in a World of Permanent White Water (Jossey Bass Business and Management Series), Book,4.5, Learning as a Way of Being : Strategies for Survival in a World of Permanent White Water (Jossey Bass Business and Management Series),4.5,3,0.00030003
30565,20, B000005RQD, Dead Letter Office / Chronic Town, Music,5, Dead Letter Office / Chronic Town,5,4,0.00040004
30569,20,131812149, Costume History and Style, Book,4, Costume History and Style,4,5,0.00050005
30570,20,792268628, National Geographic Guide to Great Weekend Getaways, Book,0, National Geographic Guide to Great Weekend Getaways,0,5,0.00050005
30580,46,8877431733, Venice and Food, Book,5, Venice and Food,5,1,0.00010001
30583,35,1879651300, Healing a Parent's Grieving Heart: 100 Practical Ideas After Your Child Dies, Book,0, Healing a Parent's Grieving Heart: 100 Practical Ideas After Your Child Dies,0,5,0.00050005
30619,11,205152015," Educational Facilities: Planning, Modernization, and Management (4th Edition)", Book,0," Educational Facilities: Planning, Modernization, and Management (4th Edition)",0,4,0.00040004
30631,41,1569761094, Stop! Think! Choose! Building Emotional Intelligence in Young People, Book,5, Stop! Think! Choose! Building Emotional Intelligence in Young People,5,4,0.00040004
30650,4,1889334596, Navarre Bible: New Testament, Book,4.5, Navarre Bible: New Testament,4.5,6,0.00060006
30651,4,679720197, The Rise and Fall of the Great Powers, Book,4, The Rise and Fall of the Great Powers,4,5,0.00050005
30666,25,1581600429," Identity, Privacy, And Personal Freedom : Big Brother vs The New Resistance", Book,4," Identity, Privacy, And Personal Freedom : Big Brother vs The New Resistance",4,2,0.00020002
30667,44, B00006NSGS, Sweets and Meats, Music,0, Sweets and Meats,0,4,0.00040004
30668,44,1875498907, The World Bank (Headquarters Monograph Series), Book,0, The World Bank (Headquarters Monograph Series),0,5,0.00050005
30669,44,1563898195," Batman The World's Finest Comics Archives, Vol. 1 (DC Archive Editions)", Book,5," Batman The World's Finest Comics Archives, Vol. 1 (DC Archive Editions)",5,6,0.00060006
30670,4,736400338, Disney's Winnie the Pooh: Everyday (Learn and Grow.), Book,5, Disney's Winnie the Pooh: Everyday (Learn and Grow.),5,6,0.00060006
30672,24, B00006NSGI, Yank Crime [Bonus Tracks], Music,5, Yank Crime [Bonus Tracks],5,3,0.00030003
30674,3,1929229143, Framework for Understanding Poverty, Book,3.5, Framework for Understanding Poverty,3.5,5,0.00050005
30758,4,698114051, Every Autumn Comes the Bear, Book,5, Every Autumn Comes the Bear,5,1,0.00010001
30789,25,842345426, 107 Questions Children Ask about Prayer (Questions Children Ask), Book,0, 107 Questions Children Ask about Prayer (Questions Children Ask),0,2,0.00020002
30792,45, B00004Z43I, Wish I Was in Heaven Sitting Down, Music,4.5, Wish I Was in Heaven Sitting Down,4.5,8,0.00080008
30793,45, B000001EYR, The Best of Roy Ayers: Love Fantasy, Music,5, The Best of Roy Ayers: Love Fantasy,5,2,0.00020002
30794,45,6304819412, The New Adventures of Tarzan, Video,0, The New Adventures of Tarzan,0,2,0.00020002
30803,5,312015119, Simply Scones : Quick and Easy Recipes for More than 70 Delicious Scones and Spreads, Book,4.5, Simply Scones : Quick and Easy Recipes for More than 70 Delicious Scones and Spreads,4.5,3,0.00030003
30822,20, 188321906X, Principle-Centered Leadership, Book,4, Principle-Centered Leadership,4,3,0.00030003
